partidos
04-01-2023 Kasimpasa 4 - 1 Alanyaspor
07-01-2023 Besiktas 2 - 1 Kasimpasa
15-01-2023 Kasimpasa 2 - 2 Fatih Karagümrük
21-01-2023 Kasimpasa 1 - 3 Buyuksehyr
29-01-2023 Fenerbahce 5 - 1 Kasimpasa
01-02-2023 Kasimpasa 5 - 1 Giresunspor
05-02-2023 Hatayspor 1 - 0 Kasimpasa
06-08-2022 Besiktas 1 - 0 Kayserispor
13-08-2022 Kayserispor 1 - 0 İstanbulspor
21-08-2022 Buyuksehyr 2 - 0 Kayserispor
28-08-2022 Kayserispor 3 - 0 Giresunspor
03-09-2022 Fenerbahce 2 - 0 Kayserispor
11-09-2022 Kayserispor 1 - 0 Antalyaspor
16-09-2022 Hatayspor 0 - 4 Kayserispor
01-10-2022 Kayserispor 1 - 2 Trabzonspor
09-10-2022 Ümraniyespor 2 - 2 Kayserispor
15-10-2022 Kayserispor 2 - 1 Galatasaray
23-10-2022 Kasimpasa 0 - 1 Kayserispor
30-10-2022 Kayserispor 2 - 2 Adana Demirspor
06-11-2022 Gaziantep BBK 1 - 2 Kayserispor
13-11-2022 Kayserispor 1 - 2 Konyaspor
28-12-2022 Alanyaspor 3 - 1 Kayserispor
04-01-2023 Kayserispor 2 - 4 Fatih Karagümrük
08-01-2023 Ankaragucu 2 - 1 Kayserispor
13-01-2023 Kayserispor 4 - 1 Sivasspor
22-01-2023 Kayserispor 0 - 2 Besiktas
29-01-2023 İstanbulspor 2 - 4 Kayserispor
02-02-2023 Kayserispor 1 - 0 Buyuksehyr
08-08-2022 Ankaragucu 0 - 0 Konyaspor
15-08-2022 Konyaspor 0 - 0 Buyuksehyr
22-08-2022 İstanbulspor 0 - 4 Konyaspor
29-08-2022 Konyaspor 1 - 0 Fenerbahce
03-09-2022 Giresunspor 0 - 1 Konyaspor
10-09-2022 Konyaspor 1 - 0 Hatayspor
16-09-2022 Galatasaray 2 - 1 Konyaspor
02-10-2022 Konyaspor 1 - 0 Ümraniyespor
08-10-2022 Antalyaspor 1 - 1 Konyaspor
15-10-2022 Konyaspor 0 - 1 Gaziantep BBK
23-10-2022 Adana Demirspor 1 - 1 Konyaspor
29-10-2022 Konyaspor 1 - 1 Kasimpasa
06-11-2022 Trabzonspor 2 - 2 Konyaspor
13-11-2022 Kayserispor 1 - 2 Konyaspor
25-12-2022 Konyaspor 2 - 2 Alanyaspor
04-01-2023 Konyaspor 2 - 2 Sivasspor
08-01-2023 Fatih Karagümrük 3 - 3 Konyaspor
14-01-2023 Konyaspor 1 - 2 Besiktas
23-01-2023 Konyaspor 0 - 1 Ankaragucu
29-01-2023 Buyuksehyr 2 - 0 Konyaspor
02-02-2023 Konyaspor 0 - 1 İstanbulspor
06-08-2022 Sivasspor 1 - 1 Gaziantep BBK
13-08-2022 Adana Demirspor 3 - 0 Sivasspor
22-08-2022 Sivasspor 1 - 1 Alanyaspor
29-08-2022 Besiktas 3 - 1 Sivasspor
03-09-2022 Sivasspor 0 - 0 Fatih Karagümrük
11-09-2022 Sivasspor 1 - 1 İstanbulspor
18-09-2022 Ankaragucu 2 - 1 Sivasspor
02-10-2022 Sivasspor 1 - 2 Hatayspor
10-10-2022 Buyuksehyr 0 - 2 Sivasspor
17-10-2022 Sivasspor 3 - 0 Giresunspor
22-10-2022 Trabzonspor 1 - 0 Sivasspor
31-10-2022 Sivasspor 0 - 2 Antalyaspor
07-11-2022 Fenerbahce 1 - 0 Sivasspor
12-11-2022 Sivasspor 2 - 2 Ümraniyespor
24-12-2022 Kasimpasa 1 - 2 Sivasspor
29-12-2022 Sivasspor 1 - 2 Galatasaray
04-01-2023 Konyaspor 2 - 2 Sivasspor
13-01-2023 Kayserispor 4 - 1 Sivasspor
22-01-2023 Gaziantep BBK 1 - 2 Sivasspor
28-01-2023 Sivasspor 1 - 2 Adana Demirspor
31-01-2023 Alanyaspor 0 - 3 Sivasspor
04-02-2023 Sivasspor 1 - 0 Besiktas
05-08-2022 İstanbulspor 0 - 2 Trabzonspor
12-08-2022 Trabzonspor 1 - 0 Hatayspor
20-08-2022 Antalyaspor 5 - 2 Trabzonspor
28-08-2022 Trabzonspor 0 - 0 Galatasaray
02-09-2022 Ümraniyespor 0 - 1 Trabzonspor
12-09-2022 Adana Demirspor 3 - 2 Trabzonspor
18-09-2022 Trabzonspor 3 - 2 Gaziantep BBK
01-10-2022 Kayserispor 1 - 2 Trabzonspor
10-10-2022 Trabzonspor 0 - 0 Kasimpasa
16-10-2022 Besiktas 2 - 2 Trabzonspor
22-10-2022 Trabzonspor 1 - 0 Sivasspor
06-11-2022 Trabzonspor 2 - 2 Konyaspor
11-11-2022 Ankaragucu 1 - 1 Trabzonspor
24-12-2022 Trabzonspor 2 - 0 Fenerbahce
28-12-2022 Fatih Karagümrük 4 - 1 Trabzonspor
05-01-2023 Trabzonspor 3 - 0 Giresunspor
09-01-2023 Alanyaspor 5 - 0 Trabzonspor
14-01-2023 Trabzonspor 1 - 0 Buyuksehyr
22-01-2023 Trabzonspor 4 - 0 İstanbulspor
28-01-2023 Hatayspor 2 - 1 Trabzonspor
01-02-2023 Trabzonspor 2 - 0 Antalyaspor
05-02-2023 Galatasaray 2 - 1 Trabzonspor
08-08-2022 Fenerbahce 3 - 3 Ümraniyespor
14-08-2022 Ümraniyespor 0 - 1 Antalyaspor
19-08-2022 Ümraniyespor 0 - 1 Galatasaray
27-08-2022 Adana Demirspor 1 - 0 Ümraniyespor
02-09-2022 Ümraniyespor 0 - 1 Trabzonspor
11-09-2022 Gaziantep BBK 1 - 1 Ümraniyespor
17-09-2022 Ümraniyespor 1 - 2 Kasimpasa
02-10-2022 Konyaspor 1 - 0 Ümraniyespor
09-10-2022 Ümraniyespor 2 - 2 Kayserispor
22-10-2022 Ümraniyespor 1 - 3 Fatih Karagümrük
30-10-2022 Besiktas 5 - 2 Ümraniyespor
04-11-2022 Ümraniyespor 3 - 1 Alanyaspor
12-11-2022 Sivasspor 2 - 2 Ümraniyespor
23-12-2022 Ümraniyespor 1 - 3 Buyuksehyr
27-12-2022 Ankaragucu 1 - 2 Ümraniyespor
03-01-2023 Ümraniyespor 2 - 2 Hatayspor
08-01-2023 Giresunspor 0 - 1 Ümraniyespor
15-01-2023 Ümraniyespor 0 - 2 İstanbulspor
23-01-2023 Ümraniyespor 1 - 2 Fenerbahce
28-01-2023 Antalyaspor 3 - 2 Ümraniyespor
01-02-2023 Galatasaray 3 - 2 Ümraniyespor
05-08-2022 İstanbulspor 0 - 2 Trabzonspor
13-08-2022 Kayserispor 1 - 0 İstanbulspor
22-08-2022 İstanbulspor 0 - 4 Konyaspor
27-08-2022 Alanyaspor 0 - 1 İstanbulspor
11-09-2022 Sivasspor 1 - 1 İstanbulspor
17-09-2022 İstanbulspor 2 - 2 Besiktas
03-10-2022 Fatih Karagümrük 1 - 2 İstanbulspor
08-10-2022 İstanbulspor 1 - 2 Ankaragucu
